"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","IP","W","ERA","WHIP","K","SVH","GP"
"*041q9*","Alex Speas","(N/A)","SP","8843","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070ca*","Connor Spencer","CHC","RP","8848","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ydp*","Jared Spencer","TOR","SP","8849","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06ro6*","Carter Spivey","CLE","RP","8852","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qtj*","Shea Sprague","BOS","SP,RP","8854","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04q0f*","Fitz Stadler","(N/A)","RP","8861","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0603m*","Connor Staine","COL","SP","8864","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05142*","Garrett Stallings","MIL","SP,RP","8865","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*065j6*","Dale Stanavich","MIA","RP","8866","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05u9n*","Riley Stanford","TB","SP","8868","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066fg*","Gage Stanifer","TOR","SP,RP","8869","FA","","0","24%","-3%","0","0","0","0","0","0","0"
"*060oc*","John Stankiewicz","DET","RP","8870","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02mx5*","Teddy Stankiewicz","(N/A)","SP,RP","8871","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yll*","Hunter Stanley","CLE","RP","8872","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06h01*","Gabe Starks","CIN","RP","8874","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06umw*","Gant Starling","(N/A)","RP","8875","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04q19*","Nick Starr","(N/A)","RP","8876","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qr4*","Cody Stashak","(N/A)","RP","8877","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072pt*","Cole Stasio","TEX","SP","8878","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ql9*","Tyler Stasiowski","(N/A)","RP","8879","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eri*","Adam Stauffer","(N/A)","RP","8880","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03pp2*","Josh Staumont","CIN","RP","8881","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hs5*","Isaac Stebens","BOS","RP","8883","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z3m*","Jackson Steensma","SEA","SP","8885","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uhh*","Conor Steinbaugh","(N/A)","RP","8888","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xos*","Jacob Steinmetz","ARI","SP","8889","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05y5g*","Josh Stephan","TEX","SP","8891","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*0421j*","Trevor Stephan","CLE","RP","8892","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06nub*","Khal Stephen","CLE","SP","8893","FA","","0","37%","-4%","0","0","0","0","0","0","0"
"*02n8k*","Jackson Stephens","(N/A)","RP","8894","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hf3*","Levi Sterling","PIT","SP","8896","FA","","0","15%","-2%","0","0","0","0","0","0","0"
"*072cp*","Jonathan Stevens","MIN","RP","8899","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066as*","Kevin Stevens","NYY","SP,RP","8900","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*0665z*","Tristan Stevens","MIA","RP","8901","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06htg*","Will Stevens","(N/A)","RP","8902","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0517i*","Jake Stevenson","(N/A)","RP","8905","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hn3*","Owen Stevenson","(N/A)","SP","8907","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hnb*","Casey Steward","PHI","SP","8908","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05tqp*","Joshua Stewart","(N/A)","SP","8912","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qw8*","Will Stewart","(N/A)","SP,RP","8913","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06gun*","Travis Sthele","WSH","SP","8915","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051g4*","Matt Stil","(N/A)","RP","8916","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072i3*","Aiden Stillman","(N/A)","SP","8917","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072fc*","Dillon Stiltner","NYM","SP","8918","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066jb*","Tristan Stivors","(N/A)","SP","8919","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r3m*","Spencer Stockton","(N/A)","RP","8920","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hix*","Luke Stofel","DET","SP,RP","8921","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ig6*","Cole Stokes","(N/A)","SP","8922","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xu9*","Adam Stone","CHC","RP","8923","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070dy*","Ethan Storm","TB","SP","8925","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06dsc*","Justin Storm","MIA","RP","8926","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0512k*","Levi Stoudt","PHI","RP","8927","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*02mw1*","Chris Stratton","(N/A)","RP","8933","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zih*","Garrett Stratton","NYM","RP","8934","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pue*","Jacob Stretch","(N/A)","RP","8935","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fqg*","Austin Strickland","SF","RP","8936","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05ynm*","Samuel Strickland","ATL","RP","8937","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eg8*","Drew Strotman","(N/A)","RP","8943","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ybl*","Michael Stryffeler","(N/A)","SP","8945","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*061mp*","Peter Strzelecki","MIL","RP","8946","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*066ar*","Baron Stuart","NYY","RP","8947","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*0648p*","Tyler Stuart","WSH","SP","8948","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06o0a*","Sam Stuhr","ATH","SP,RP","8950","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051ak*","Ted Stuka","(N/A)","SP,RP","8951","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uh3*","Eston Stull","MIN","RP","8952","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hnd*","Peyton Stumbo","PIT","SP","8953","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yhc*","Mitchell Stumpo","(N/A)","RP","8954","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066lt*","Cole Stupp","(N/A)","RP","8955","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zig*","Brennan Stuprich","NYY","SP","8956","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*072ca*","Lan-Hong Su","SD","SP","8957","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*02bxb*","Andrew Suarez","(N/A)","RP","8959","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06l0l*","Christian Suarez","(N/A)","RP","8960","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*055hw*","Joander Suarez","NYM","SP","8964","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06umv*","Josdanner Suarez","ARI","SP,RP","8965","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mq5*","Orlando Suarez","CHW","SP","8967","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06um7*","Ramon Suarez","TOR","RP","8968","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0620x*","Santiago Suarez","TB","SP","8970","FA","","0","27%","-3%","0","0","0","0","0","0","0"
"*05y3z*","Ryan Sublette","LAD","RP","8973","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03mp9*","Wander Suero","ATH","RP","8977","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05nmx*","Billy Sullivan","(N/A)","RP","8982","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pqm*","Cameron Sullivan","CLE","SP","8984","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*068a4*","Liam Sullivan","WSH","SP","8986","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y41*","Sean Sullivan","PIT","SP,RP","8987","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06ahu*","Sean Sullivan","COL","SP","8988","FA","","0","10%","-1%","0","0","0","0","0","0","0"
"*073vk*","Chihiro Sumida","(N/A)","SP","8990","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03d7n*","Trey Supak","TEX","SP","8995","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06c7z*","Jose Suriel","(N/A)","SP","8998","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hsx*","Jeicol Surumay","(N/A)","SP","9001","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pla*","Anthony Susac","TEX","RP","9003","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06f0t*","Eriq Swan","WSH","SP","9006","FA","","0","3%","-1%","0","0","0","0","0","0","0"
"*04egc*","John Swanda","(N/A)","SP","9007","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ghi*","Nic Swanson","HOU","SP","9008","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kk1*","Zach Swanson","DET","SP","9009","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*059ed*","Devin Sweet","BOS","RP","9010","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qih*","Carson Swilling","SD","RP","9012","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05jpy*","Nick Swiney","(N/A)","RP","9013","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qqy*","Tyler Switalski","SF","RP","9014","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05ycl*","Travis Sykora","WSH","SP","9015","FA","","0","58%","-4%","0","0","0","0","0","0","0"
"*025ew*","Noah Syndergaard","(N/A)","SP","9016","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qlb*","Thomas Szapucki","(N/A)","RP","9017","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qji*","Logan Tabeling","LAD","SP,RP","9020","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eft*","Matt Tabor","(N/A)","RP","9021","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sju*","Luke Taggart","DET","RP","9022","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ag9*","Kaima Taira","(N/A)","SP","9024","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06heq*","Noah Takacs","PIT","RP","9026","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06amr*","Hiroshi Takahashi","(N/A)","SP","9027","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ahh*","Hiroto Takahashi","(N/A)","SP","9028","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06rie*","Keiji Takahashi","(N/A)","SP","9029","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ax2*","Kona Takahashi","(N/A)","SP","9030","FA","","0","3%","0%","0","0","0","0","0","0","0"
"*071xb*","Itsuki Takemoto","ATH","SP","9032","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fu5*","Enmanuel Talavera","(N/A)","SP","9033","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ajz*","Roiber Talavera","(N/A)","RP","9034","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06cmh*","James Tallon","PHI","RP","9036","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05rkf*","Misael Tamarez","SD","RP","9039","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qs1*","Haruya Tanaka","(N/A)","SP","9041","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06gwj*","Atsuki Taneichi","(N/A)","SP","9043","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06upv*","Alistair Tanner","DET","SP","9044","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r17*","Jesus Tapia","(N/A)","RP","9047","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pff*","Bryce Tassin","(N/A)","RP","9051","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070bj*","Dylan Tate","LAD","RP","9052","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072yn*","Taegen Tate","(N/A)","SP","9054","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*073nc*","Kota Tatsu","(N/A)","SP","9056","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*061zh*","Sammy Tavarez","(N/A)","RP","9064","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y73*","Carlos Tavera","BAL","RP","9066","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ky2*","Junior Tavera","NYY","SP","9067","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05r9g*","Diosmerky Taveras","(N/A)","RP","9070","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064w6*","Jhonly Taveras","(N/A)","RP","9073","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05j96*","Leonardo Taveras","(N/A)","RP","9075","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ubo*","Andrew Taylor","HOU","SP","9077","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*03116*","Blake Taylor","(N/A)","RP","9078","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041ro*","Curtis Taylor","(N/A)","SP","9081","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066cp*","Evan Taylor","CHC","RP","9083","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*043pf*","Josh Taylor","(N/A)","RP","9085","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06yw0*","Zane Taylor","ATH","SP","9088","FA","","0","5%","-1%","0","0","0","0","0","0","0"
"*064n5*","Dylan Tebrake","WSH","RP","9090","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*01cih*","Julio Teheran","(N/A)","SP","9091","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ahr*","Abrahan Tejada","(N/A)","SP","9092","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uhm*","Clevari Tejada","PIT","SP","9094","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*067zj*","Henry Tejada","BAL","RP","9096","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060im*","Javier Santos Tejada","(N/A)","SP","9097","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ui1*","Joaquin Tejada","(N/A)","RP","9098","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sjp*","Ronald Tejada","NYY","RP","9101","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*064rs*","Jefren Tejeda","(N/A)","RP","9104","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*067yl*","Yoel Tejeda","WSH","SP","9105","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06gj7*","Shane Telfer","(N/A)","SP","9106","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sjv*","Nico Tellache","SEA","SP,RP","9107","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hwk*","Mikey Tepper","WSH","SP","9111","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06und*","Saul Teran","PHI","RP","9114","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tm7*","Robert Terrero","ARI","SP","9120","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eip*","Jackson Tetreault","(N/A)","SP","9124","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hzh*","Yereny Teus","TB","SP","9125","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c4x*","Francis Texido","LAA","SP,RP","9126","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04hy7*","Juan Then","(N/A)","RP","9128","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0616m*","Rodney Theophile","(N/A)","SP","9129","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qkb*","Gray Thomas","(N/A)","RP","9135","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mfi*","Jhoan Thomas","WSH","RP","9138","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04tlx*","Tahnaj Thomas","(N/A)","SP","9141","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*04ei4*","Tyler Thomas","(N/A)","RP","9142","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hh5*","Benny Thompson","LAA","RP","9146","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qhu*","Brandt Thompson","STL","SP","9147","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ywj*","Danny Thompson","TOR","RP","9148","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06cgf*","Darrell Thompson","(N/A)","RP","9149","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r4c*","J.D. Thompson","MIL","SP","9151","FA","","0","8%","-1%","0","0","0","0","0","0","0"
"*04rzq*","Matthew Thompson","(N/A)","SP","9155","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06tl9*","Paxton Thompson","TEX","RP","9156","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04evj*","Riley Thompson","(N/A)","SP,RP","9157","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04aqh*","Tyree Thompson","(N/A)","RP","9159","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03de5*","Zach Thompson","(N/A)","RP","9160","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05t0n*","Sam Thoresen","CHC","RP","9161","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*061ym*","Tyler Thornton","CLE","RP","9162","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ekq*","Zach Thornton","NYM","SP","9163","FA","","0","6%","-1%","0","0","0","0","0","0","0"
"*0310l*","Andrew Thurman","SD","SP","9164","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tm8*","Grayson Thurman","(N/A)","RP","9165","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qp1*","Matt Tiberia","SEA","SP","9169","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rt7*","Brian Tiburcio","COL","RP","9170","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ep6*","Ty Tice","(N/A)","RP","9171","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hw5*","Josh Tiedemann","NYY","RP","9172","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06fqy*","Izack Tiger","TEX","SP","9173","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06c7a*","Jesus Tillero","LAD","SP","9175","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zif*","Cam Tilly","NYM","SP,RP","9176","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qk5*","Shay Timmer","DET","RP","9177","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hs1*","Josh Timmerman","MIL","RP","9178","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060w8*","Vin Timpanelli","(N/A)","RP","9179","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ymv*","Dameivi Tineo","MIA","SP","9181","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tn6*","Riskiel Tineo","MIA","RP","9183","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03moe*","Jesus Tinoco","MIA","RP","9186","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06ywk*","Matthew Tippie","NYY","RP","9187","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06qua*","Griffin Tobias","MIL","RP","9191","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qi0*","Jonathan Todd","TOR","RP","9192","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r0p*","Reagan Todd","(N/A)","SP","9193","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c1h*","Shosei Togo","(N/A)","SP","9194","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04o0z*","Heitor Tokar","(N/A)","RP","9195","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qow*","Cole Tolbert","BOS","SP","9196","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064p2*","Rodolfo Toledano","(N/A)","SP","9197","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051hr*","Anders Tolhurst","(N/A)","RP","9202","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yfp*","Erik Tolman","WSH","SP,RP","9203","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051bp*","Anthony Tomczak","(N/A)","RP","9208","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ilr*","Shohei Tomioka","ATH","RP","9209","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06gin*","Landon Tomkins","PIT","RP","9210","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ywl*","Julian Tonghini","WSH","RP","9211","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z07*","Sam Tookoian","LAA","RP","9213","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05g46*","Noe Toribio","(N/A)","SP","9216","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mv7*","Jonfreider Torrealba","(N/A)","RP","9220","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rpx*","Adrian Torres","LAD","SP","9223","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hhg*","Alejandro Torres","HOU","RP","9224","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066fp*","Carlos Torres","COL","RP","9227","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ydd*","Eric Torres","BAL","RP","9231","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06206*","Ervin Torres","(N/A)","RP","9233","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06gzz*","Javi Torres","CLE","RP","9235","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072g8*","Jose Gabriel Torres","SEA","SP","9237","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pme*","Lenny Torres","PHI","RP","9239","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06v68*","Luis Torres","TOR","RP","9241","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06o0r*","Stharlin Torres","CIN","SP","9246","FA","","0","5%","-1%","0","0","0","0","0","0","0"
"*06pee*","Wande Torres","MIL","SP","9248","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04apk*","Cristhian Tortosa","PHI","RP","9250","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06upu*","Miguel Toscano","TB","SP","9251","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02yog*","Touki Toussaint","(N/A)","RP","9253","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064vy*","Eduardo Tovar","(N/A)","RP","9257","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r1n*","Erich Tovar","CLE","RP","9258","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rnb*","Geremy Tovar","(N/A)","RP","9259","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rna*","Jhemiangel Tovar","(N/A)","RP","9260","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ilp*","Blake Townsend","TEX","SP,RP","9266","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072nn*","Cade Townsend","(N/A)","SP,RP","9267","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uxo*","Nick Trabacchi","MIN","RP","9268","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hwe*","Michael Trausch","TEX","RP","9270","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r3d*","Jesus Travieso","PIT","SP","9272","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*068xw*","Alonzo Tredwell","HOU","SP,RP","9274","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*06qjy*","Danny Trehey","HOU","RP","9275","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hx1*","Josh Trentadue","TEX","SP","9278","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06hro*","Donny Troconis","ATH","SP","9285","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06f0s*","Austin Troesser","NYM","RP","9286","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pyq*","Nick Trogrlic-Iverson","(N/A)","RP","9287","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qr9*","Eli Trop","PHI","RP","9290","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hoh*","Derek True","HOU","SP","9292","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qni*","Evan Truitt","SEA","SP","9293","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ak5*","Jyun Yue Tseng","(N/A)","RP","9295","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r6l*","Pedro Tucent","TOR","RP","9297","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hes*","Braydon Tucker","PHI","SP","9298","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hu7*","Cody Tucker","(N/A)","SP","9300","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ppr*","Zack Tukis","PHI","RP","9305","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066k0*","Adam Tulloch","CLE","RP","9306","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*048vd*","Tanner Tully","(N/A)","SP","9307","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06jbm*","Yunior Tur","ATH","SP","9309","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*04elj*","Matt Turner","NYM","RP","9314","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qf2*","Trent Turzenski","BAL","RP","9319","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*068nz*","Brady Tygart","BOS","SP","9321","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*04q2b*","Kyle Tyler","(N/A)","SP,RP","9322","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0518z*","Mitchell Tyranski","(N/A)","RP","9323","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066qr*","Tyler Uberstine","BOS","SP","9324","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*04eg4*","Erich Uelmen","(N/A)","RP","9327","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pqa*","Fidel Ulloa","COL","RP","9334","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*061xq*","Miguel Ullola","HOU","SP","9335","FA","","0","18%","-3%","0","0","0","0","0","0","0"
"*06tn7*","Grant Umberger","CHW","SP","9337","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02mwx*","Duane Underwood Jr.","(N/A)","RP","9338","FA","","0","0%","0%","0","0","0","0","0","0","0"
